id,title,context,question,answers
6546926-52-0,문재인_정부,"한편, 예정되었던 북미정상회담은 순조롭게 흘러가지만은 않았다. 1차 남북정상회담 이후인 30일 《로동신문》은 ""인류의 미래는 사회주의에 있다""며 미국을 제국주의로 칭하며 ""자본주의에 앞날이 없다""고 일갈했다. 민주주의에 대해서도 미국이 세계를 재패하기 위한 수단으로 악용하고 있으며 국가는 자기의 실정에 맞는 정치 방식을 선택해야 한다고 주장하며 날을 세웠다. 한편, 5월 1일에는 광주비행장에 최신예 스텔스기 F-22 랩터가 임시 배치되었단 사실이 알려졌다. 열흘 후에 시작되는 한미연합공중훈련 맥스선더에 참석하고자 온 것인데 미국 공군도 보유 대수가 적어 소중한 전력으로 꼽힌다. 이에 북미정상회담을 앞두고 미국이 북한을 압박하기 위한 의도라는 분석이 제기되었다.",로동신문은 미국을 비판하며 인류의 미래는 어디에 있다고 보았는가?,"{'text': ['사회주의'], 'answer_start': [70]}"
6489902-0-0,공_(불교),"공 사상은 인도 대승불교의 이대조류인 중관파와 유가유식파 모두의 근저가 되는 사상이다. 유가유식파에서도 공 사상이 중시된 것은 유가유식파와 법상종의 소의 논서인 《성유식론(成唯識論)》의 서두에서 논의 저술 목적 중의 하나로, 이공(二空: 두 가지 공)에 대해서 미혹된 견해나 잘못된 견해를 가진 사람들이 이공(二空)의 교의를 바르게 이해할 수 있게 하여 그들이 해탈(열반)과 보리(반야)로 나아갈 수 있게 하기 위한 것이라고 말하는 것에서 잘 알 수 있다. 또한, 중국 · 한국 · 일본 · 티베트 등의 대승불교는 모두 인도의 대승불교를 바탕으로 하므로, 공 사상은 대승불교 전체의 기초적인 또는 근본적인 교의라고 할 수 있다.",유가유식파와 법상종의 소의논서는?,"{'text': ['성유식론'], 'answer_start': [91]}"
6569097-6-1,핀과_제이크의_어드벤처_타임,"《디 A.V. 클럽》과의 인터뷰에서 워드는 이야기가 만들어지는 과정이 작가들이 지난주에 무얼 했는지에 대해 이야기하는 것에서부터 시작한다고 말했다. “만약 도중에 막히는 경우가 생기면 우리는 거의 쓸모없는 이야기들을 되는대로 지껄이기 시작한다. 그러면 누군가는 우리 대화를 듣고 최악이라고 생각할지도 모르지만, 이러한 것들을 통해 작가들은 좋은 생각을 떠오르게 되고 일을 제대로 시작할 수 있게 된다.”라고 말했다. 《어드벤처 타임》이 방영되기 이전에는 많은 작가가 《던전 앤 드래곤》에 빠져 살았지만, 방영이 시작된 후 바쁜 제작 과정 때문에 게임을 할 시간이 줄어들었다. 워드는 이로 인해 작품 속에 ‘《던전 앤 드래곤》을 플레이하고 싶은 마음이 담기게’ 되었다고 언급했다. 가끔씩은 작가들이 함께 모여 여러 놀이를 즐기기도 한다. 가령 한 작가가 종이 위에 어떤 이야기를 시작한 후, 다른 작가에게 종이를 넘기면 그 사람은 이야기를 어떻게든 끝내야 하는 놀이인 우아한 시체가 있다. 워드는 “그 이야기는 대개 형편없다.”라고 말했다. 그러나 전 스토리보드 아티스트이자 현 크리에이티브 디렉터인 콜 산체스는 작가 혼자만의 생각뿐만이 아니라, 이런 놀이를 하며 나온 아이디어를 확장하면서 에피소드가 만들어지기도 한다고 밝혔다.",어드벤처 타임의 많은 작가들이 빠져있던 게임은?,"{'text': ['던전 앤 드래곤'], 'answer_start': [262]}"
6597628-25-0,케이티_페리,"페리는 경력 동안 4번의 기네스북 기록, 5번의 아메리칸 뮤직 어워드 수상, 14번의 피플스 초이스 어워드 수상 을 포함해 각종 시상식에서 상을 받았다. 2012년 9월에는 《빌보드》의 ""2012년 올해의 여성""으로 선정되었다. 2010년 5월부터 2011년 9월까지, 69주 연속 빌보드 핫 100 10위권에 진입해 있으면서 새로운 기록을 세웠다. 《Teenage Dream》에서 싱글 5장이 연속으로 1위에 오르며 페리는 빌보드 핫 100 역사상 이 기록을 세운 최초의 여성 음악가가 되었으며, 마이클 잭슨의 《Bad》 이후 20여 년 만에 이뤄냈다. 가장 최근 1위에 오른 〈Dark Horse〉까지 페리는 빌보드 핫 100에 총 9곡을 정상에 올렸다. 2015년 6월 〈Dark Horse〉의 뮤직비디오 조회수가 10억 건을 돌파하면서 여자 음악가로는 최초로 10억건 이상의 조회수를 기록한 뮤직비디오를 보유하게 되었다. 다음 달 〈Roar〉의 뮤직비디오도 10억 건이 넘는 조회수를 기록하면서 10억 건 이상의 뮤직비디오를 두 개 보유한 첫 음악가가 되었다.",페리가 경력 동안 수상한 피플스 초이스 어워드는 몇 번인가?,"{'text': ['14번'], 'answer_start': [43]}"
6508913-4-2,1930년_FIFA_월드컵,"모든 경기들은 몬테비데오에 있는 세 개의 경기장인 센테나리오 경기장, 파르케 센트랄 경기장, 포시토스 경기장에서 치러졌다. 센테나리오 경기장은 축구 경기 용도 뿐만 아니라 우루과이의 독립 100주년을 기념하기 위한 용도로도 건축되었다. 후안 스카소가 디자인 한 이 경기장은 주로 축구 대회 용도로 쓰였으며, 쥘 리메는 이 경기장을 ""축구의 신전""이라 칭했다. 9만 명의 수용인원을 갖춘 센테나리오 경기장은 영국 제도의 경기장을 제외한 경기장 중에서는 가장 큰 규모의 축구 경기장이다. 18개의 경기 중 준결승 경기와 결승전 경기를 포함한 10경기가 이 경기장에서 열렸다. 그러나 성급하게 진행된 건축 일정과 장마철로 인한 지연으로 인해 센테나리오 경기장이 대회 5일 전까지도 사용할 수 없는 상황이 되었다. 대회 초반의 경기들은 같은 도시인 몬테비데오에 위치한 클럽 나시오날의 홈구장 파르케 센트랄 경기장과 페냐롤의 홈구장 포시토스 경기장에서 열렸다.",FIFA의 회장은 센테나리오 경기장을 무엇이라 불렀는가?,"{'text': ['축구의 신전'], 'answer_start': [186]}"
5877508-3-0,조선_태종,"재위 11년인 1411년 2월 22일, 일본왕 원의지(源義持, 실제로는 무로마치 막부의 쇼군 아시카가 요시모치(足利義持))가 코끼리를 바쳤다. 이는 기록 상으로 한반도에 처음으로 들어온 코끼리였다. 태종은 이를 사복시(司僕寺)에서 기르게 했다. 이듬해 12월 10일, 전 공조전서 이우(李瑀)가 코끼리를 보고 침을 뱉었는데, 코끼리가 노하여 이우를 밟아 죽인 사건이 벌어졌다. 1413년 병조판서 유정현(柳廷顯)이 진언을 올려 일본에서 바친 코끼리를 전라도 해도(海島)에 두길 청하니, 태종이 이를 받아들였다. 귀양 간 코끼리가 풀을 먹지 않고 날로 수척해진다는 보고가 올라오자 1414년 5월 3일 태종은 코끼리를 다시 육지로 불러오게 했다.",태종 재위때 일본왕 원의지가 바친 동물은?,"{'text': ['코끼리'], 'answer_start': [70]}"
6515252-2-1,미쓰비시_F-2,"또한, 그 당시에 미쓰비시 중공업과 가와사키 중공업이 일본 방위청 기술연구본부에 전투기 개발에 관한 연구 보고서를 제출했다. 그와 함께 쌍수직 미익 및 추력 8 톤급의 쌍발 엔진으로 ""대함 미사일 4 발을 장비하고 450 해리 전투행동반경 보유""라는 조건을 해결했다. 스펙으로는 현재의 F/A-18E/F 수퍼 호넷에 가까웠으며, 미쓰비시의 안은 카나드를 장비, 가와사키의 안은 F/A-18과 비슷한 실루엣을 가지고 있었다. 미쓰비시(사내 명칭 JF210)는 ""항공 저널"" 1985년 6월호에 예상도를 게재했다. 1983년에 처녀 비행을 한 T-2 CCV 연구기 및 1985년(쇼와 60년)에 처녀 비행을 한 저소음 '단거리 이착륙(STOL)' 실험기 ""비조(飛鳥)""가 일본 항공기술 발달을 어필하고 있었던 것도 이 시기였다.",1976년 당시 일본 방위청 기술연구본부에 전투기 개발 관련 연구 보고서를 제출한 회사는 가와사키 중공업과 또 어디인가?,"{'text': ['미쓰비시 중공업'], 'answer_start': [10]}"
6533058-2-0,시티즈__스카이라인,"이로 인해 시티즈: 스카이라인은 어마어마한 연산량을 필요로 하는데, 이런 연산량을 그나마 줄이기 위해서 여러가지 방법들이 시행되고 있다. 예를 들어, 시티즈: 스카이라인의 고층 주거단지의 경우, 아파트 한채에 20가구 정도가 살게 설정을 해놓는다던가, 도시 교통의 경우 플레이어가 안 보면 중요 규칙들을 제외하고 나머진 넘기고, 전력과 수도같은 사회간접자본의 경우엔 실제 도시와 다르게 매우 작은 값을 차지하도록 되어 있으며, 심시티처럼 수요를 일일이 계산하는게 아닌 범위로 계산하고 있다. 또한 도시내 환경오염에서도 수질 오염과 토양 오염이 구현되어 있지만, 바람 방향들을 다 계산해야 하는 대기 오염이 빠지고 그 자리에 소음 공해가 들어가 있다. 교육기관의 경우엔 범위로 계산하지만, 교육기관에 다니는 학생들의 경우엔 교육기관까지 가는 등하교길을 시뮬레이션을 하도록 되어 있다.",시티즈 스카이라인에서 고층 주거단지의 경우 아파트 한채에 살고 있는 가구의 수는 얼마일까요?,"{'text': ['20가구'], 'answer_start': [117]}"
6550788-0-0,제2연평해전,"제2연평해전(第二延坪海戰)은 2002년 6월 29일 연평도 근해 북방한계선 부근 해상에서 일어난 남북한 간의 군사적 충돌이다. 대한민국 해군 고속정에 대한 북한 해군 경비정의 기습 공격으로 시작되어 30분 가량 진행된 이 전투에서 양측 모두 손상을 입었다. 북한군의 선제 공격을 당한 대한민국 해군의 참수리 357호는 교전 후 예인도중 침몰하였고, 정장(참수리급은 150톤급으로 ""함""이 아닌""정"" 지휘관도 ""함장""이 아닌 ""정장"")을 포함한 승무원 6명이 전사당하고 19명이 부상당하는 인명피해를 겪었다. 조선인민군 해군소속 등산곶 684호도 대한민국 해군의 반격으로 전투후 상당한 피해를 입고 예인당했다. 제2연평해전으로 조선인민군 해군 13명이 전사하고, 25명이 부상당했다.",제2연평해전은 언제 일어났는가?,"{'text': ['2002년 6월 29일'], 'answer_start': [16]}"
6532862-4-0,스테고사우루스,"스테고사우루스는 공룡 화석 전쟁에서 최초로 수집 및 기재가 이루어진 수 많은 공룡 중 하나로 콜로라도 주 모리슨의 북쪽에서 발견된 표본을 통해 1877년 오트니엘 찰스 마쉬에 의해 최초로 명명되었다. 이 최초의 뼈들이 스테고사우루스 아르마투스(Stegosaurus armatus)의 완모식표본이 되었다. 마쉬는 처음에 이 화석이 수중생활을 하던 거북 비슷한 동물의 것이라고 생각했으며 골판이 마치 지붕의 기와처럼 겹쳐진 상태로 등을 덮고 있는 것으로 생각했기 때문에 학명을 '지붕 도마뱀'이라고 붙였다. 그 후 수 년에 걸쳐 스테고사우루스의 화석들이 많이 발견되어 마쉬는 스테고사우루스속에 대한 여러 편의 논문을 발표했다. 처음에는 여러 종이 기재되었다. 하지만 이 종들 중 많은 수가 부정확하거나 다른 종의 동물이명인 것으로 간주되고 있어서, 이제는 잘 알려진 종 두 개와 덜 알려진 종 하나만이 남아있다. 스테고사우루스의 화석으로 확인된 것은 모리슨층의 층서존 2-6 사이에서 발견되었으며, 스테고사우루스라고 볼 수도 있을 것 같은 화석이 추가로 층서존 1에서 발견되었다.",마쉬가 처음 스테고사우르스의 화석을 발견하고 붙인 학명은 무엇인가?,"{'text': ['지붕 도마뱀'], 'answer_start': [266]}"
6541455-27-1,옹정제,"옹정제는 아버지 강희제가 이뤄놓은 전성기를 더욱 발전시켜 아들인 건륭제에게 안전히 넘겨주었다. 옹정제 역시 걸출한 황제이나 문자의 옥을 일으켜 독재성을 강화한 황제라는 이유, 그리고 아버지 강희제와 아들 건륭제가 각각 61년과 60년간 재위하였으나 자신은 13년이라는 짧은 재위기간을 가지고 있었다는 이유 때문에 그리 눈에 띄지는 않았다. 그러나 즉위에 관하여 여전히 석연찮은 점 때문에 옹정제가 아버지 강희제를 죽이고 황위를 찬탈하였다는 소문도 있었다. 옹정제의 티베트 원정은 훗날 건륭제가 모두 마무리하고 영토를 몽골 제국 이후 중국의 영토를 최대로 늘렸는데, 이러한 영토확장 배경에는 옹정제 특유의 끈기와 카리스마가 있었기 때문이다. 옹정제는 통치 체제를 완성하고 황제의 독재권을 강화하여 신하들의 권한을 줄였다. 아버지 강희제는 일하면서 여가를 즐겼으나 옹정제는 그리하지 않았다. 옹정제는 하루에 20시간을 모두 정무에 매진하였고 밥 먹을 때에도 언제나 결재 서류를 머리맡에 두고 먹었을 정도였다고 한다. 당시 강희제 이후로 선비들, 즉 신사층의 힘이 강해져 백성들의 착취가 심하였는데 옹정제는 선비들을 억압하고 역시 착취를 일삼는 대상인들도 경제적으로 제재하여 백성들에게 좋은 정책을 펼치려 하였다. 그러나 선비들과 돈을 가지고 있던 부유한 대상인들은 자신들을 억압한 황제를 미워하여 옹정제와 관련된 나쁜 소문을 퍼뜨렸는데, 대표적으로 옹정제가 부황인 강희제를 시해하고 즉위하였다는 소문도 이들에게서 비롯된 것이었다.",건륭제가 재위한 기간은 얼마동안인가?,"{'text': ['60년간'], 'answer_start': [127]}"
6469431-9-1,강남역_화장실_살인사건,"건국대학교 경찰행정학과 이웅혁 교수는 여성혐오 범죄로 볼 수 없을 경우와 여성혐오와 정신질환 두 가지 요소가 결합해 있을 경우를 모두 설명하였다. 이웅혁은 우선 경찰이 여성혐오 범죄가 아니라고 본 이유는 경찰이 피의자가 여성을 표적으로 했다는 진술 자체가 신빙성이 없다고 봤기 때문이라고 설명하였다. 하지만 정신병이라도 만약에 여성을 표적으로 했다는 동기가 진실이라고 한다면 혐오 범죄로 볼 수 있는 사건이라고도 설명하였다. 그는 ""본인이 사회생활을 하면서 여성에게 접근했을 때 배제를 당한다거나, 이와 같은 심적인 충격이 있었기 때문에 이것을 하나의 소재로 만들어서 정신적 판단에 하자가 있었던 것 아닌가. 그렇다고 본다면 이것을 지금까지 발생했던 단순한 무동기 범죄, 이른바 묻지마 범죄의 양상으로 보기에는 조금 다른 성격을 분명히 가지고 있다. 왜냐면 최근에 우리 사회에서 생기고 있는 이른바 여성에 대한 혐오, 비하적 표현들과 분위기가 상당 부분 있었다. 예를 들면 ‘김치녀’라든가 ‘된장녀’라든가, 이 외에도 여러 비하적인 표현들, 그것은 분명히 일부 배제되고 소외된 남성들에 의해서 여성에 대한 막연한 증오와 혐오는 분명히 있었다.""라고 말하였다. 이 사건의 파장이 커지는 원인에 대해서는 ""일단은 대부분의 여성들이 이번 사건에 대해서 상당부분 공감을 하고 있는 것으로 해석이 될 수 있을 것 같다. 나도 저와 같은 피해자가 충분히 될 수 있다는 것에 대한 공감, 그리고 여성의 사회 구조적인 차별적 대우, 임금구조라든가, 기타 여러 가지 사회 경제적 위치라든지, 이것에 대해서 상당 부분 공감을 한다, 이런 의미에서 추모에 동참하고 있는 것 같다.""고 말했다.",건국대학교 무슨과 교수가 여성혐오 범죄로 볼 수 없을 경우와 여성혐오와 정신질환 두 가지 요소가 결합해 있을 경우를 모두 설명하였나?,"{'text': ['경찰행정학과'], 'answer_start': [6]}"
